phone_num,client_id,contact,day_of_week,month,duration,contact_type
701-078-8166,4074,telephone,Monday,October,467,telephone
806-235-5862,4075,cellular,Tuesday,February,133,telephone
817-557-4339,4076,telephone,Sunday,May,885,telephone
218-383-3977,4077,cellular,Saturday,August,4999,telephone
440-741-0008,4078,telephone,Thursday,January,113,telephone
319-437-9697,4079,cellular,Thursday,April,529,cellular
907-312-6797,4080,telephone,Wednesday,September,182,telephone
409-105-7885,4081,cellular,Thursday,November,500,cellular
303-433-7035,4082,cellular,Wednesday,May,509,cellular
920-081-6520,4083,cellular,Sunday,March,201,cellular
361-777-2467,4084,telephone,Friday,September,800,telephone
757-499-8325,4085,telephone,Wednesday,November,794,cellular
916-727-7624,4086,telephone,Thursday,November,964,telephone
317-186-8680,4087,cellular,Monday,April,379,cellular
205-763-0499,4088,telephone,Thursday,February,827,telephone
361-751-7415,4089,telephone,Monday,November,764,cellular
229-922-3456,4090,cellular,Thursday,March,786,telephone
419-140-3129,4091,telephone,Thursday,February,783,cellular
667-182-8748,4092,cellular,Friday,March,723,cellular
859-699-4584,4093,cellular,Friday,June,876,cellular
301-307-7900,4094,telephone,Saturday,December,117,cellular
409-040-4282,4095,telephone,Saturday,December,13,cellular
203-396-2345,4096,cellular,Monday,December,9994,telephone
831-544-3155,4097,telephone,Thursday,August,902,cellular
916-416-1330,4098,telephone,Tuesday,August,314,cellular
458-641-2090,4099,cellular,Saturday,April,618,cellular
240-551-3837,4100,cellular,Tuesday,January,563,cellular
619-847-6866,4101,cellular,Monday,May,523,cellular
856-996-2012,4102,telephone,Wednesday,December,901,cellular
475-638-8000,4103,cellular,Wednesday,July,250,telephone
941-126-5116,4104,telephone,Monday,October,491,cellular
269-658-2927,4105,cellular,Friday,August,527,cellular
760-147-8943,4106,cellular,Monday,March,610,telephone
630-418-6878,4107,telephone,Friday,January,889,telephone
828-288-9760,4108,telephone,Monday,July,300,cellular
828-589-8652,4109,cellular,Monday,August,175,telephone
458-149-7538,4110,telephone,Monday,May,900,cellular
539-909-6488,4111,cellular,Thursday,October,891,cellular
574-807-3859,4112,telephone,Sunday,July,784,telephone
903-552-0147,4113,telephone,Thursday,October,794,telephone
278-658-8656,4114,telephone,Friday,December,342,cellular
650-111-1734,4115,telephone,Saturday,December,86,cellular
918-860-2490,4116,cellular,Monday,July,304,telephone
706-594-3724,4117,cellular,Friday,February,3,cellular
478-333-6954,4118,cellular,Friday,January,624,telephone
220-198-6804,4119,telephone,Wednesday,September,17,telephone
860-865-6821,4120,cellular,Tuesday,November,910,telephone
915-835-5601,4121,cellular,Monday,December,564,cellular
858-689-0086,4122,cellular,Tuesday,January,992,cellular
303-699-3490,4123,telephone,Wednesday,October,967,cellular
936-345-8893,4124,telephone,Thursday,November,269,telephone
918-013-6339,4125,cellular,Tuesday,April,523,cellular
830-494-8055,4126,telephone,Sunday,September,809,cellular
443-762-6969,4127,telephone,Friday,April,356,cellular
918-776-9168,4128,telephone,Wednesday,March,256,cellular
228-290-8321,4129,telephone,Friday,September,167,cellular
317-038-1262,4130,cellular,Saturday,November,919,telephone
408-933-2132,4131,telephone,Wednesday,December,674,telephone
754-625-2556,4132,telephone,Thursday,December,918,cellular
269-661-0668,4133,telephone,Friday,August,734,cellular
914-718-8773,4134,cellular,Friday,September,415,cellular
804-460-6645,4135,cellular,Thursday,September,637,cellular
283-174-1822,4136,cellular,Thursday,February,39,cellular
307-015-2525,4137,telephone,Thursday,July,797,telephone
234-221-8158,4138,telephone,Saturday,April,416,cellular
510-359-9728,4139,telephone,Sunday,February,245,cellular
386-849-6452,4140,cellular,Monday,January,50,telephone
872-312-9474,4141,telephone,Friday,April,85,telephone
541-295-9759,4142,cellular,Friday,September,804,telephone
947-016-1560,4143,telephone,Saturday,November,135,cellular
385-022-5481,4144,telephone,Tuesday,March,306,telephone
619-639-6011,4145,cellular,Saturday,December,689,cellular
303-134-6726,4146,cellular,Thursday,January,923,telephone
706-689-3893,4147,cellular,Monday,October,919,cellular
927-734-6584,4148,telephone,Saturday,January,858,cellular
864-691-2875,4149,cellular,Wednesday,October,773,cellular
505-083-2796,4150,cellular,Wednesday,September,19,telephone
606-373-9187,4151,cellular,Sunday,March,348,telephone
606-475-7978,4152,cellular,Monday,February,204,cellular
857-951-6330,4153,telephone,Saturday,April,667,cellular
775-201-6361,4154,cellular,Saturday,December,307,cellular
321-544-2526,4155,cellular,Friday,February,323,telephone
818-795-5485,4156,telephone,Saturday,July,966,cellular
574-279-2525,4157,cellular,Friday,January,3,cellular
434-892-8254,4158,telephone,Monday,May,571,telephone
984-964-2385,4159,cellular,Monday,September,374,telephone
302-282-9496,4160,cellular,Saturday,December,697,telephone
339-055-6762,4161,telephone,Saturday,April,577,telephone
720-927-1568,4162,telephone,Tuesday,September,29,telephone
469-183-7668,4163,cellular,Saturday,June,424,telephone
224-434-2754,4164,cellular,Thursday,May,40,telephone
762-744-3734,4165,cellular,Thursday,November,521,telephone
351-709-7802,4166,telephone,Thursday,September,692,telephone
210-781-0978,4167,cellular,Wednesday,June,614,cellular
801-294-5815,4168,cellular,Sunday,February,484,cellular
574-850-3754,4169,telephone,Saturday,June,177,cellular
228-618-7566,4170,telephone,Friday,November,262,cellular
336-583-5257,4171,telephone,Monday,April,9994,cellular
512-670-2284,4172,cellular,Thursday,October,265,cellular
606-929-7063,4173,cellular,Friday,August,90,telephone
949-267-8639,4174,cellular,Friday,July,826,cellular
252-196-8867,4175,cellular,Friday,August,738,telephone
508-062-7484,4176,cellular,Tuesday,September,271,telephone
989-168-6516,4177,telephone,Wednesday,March,20,telephone
717-952-0757,4178,telephone,Saturday,September,370,telephone
957-020-8810,4179,telephone,Monday,July,835,telephone
804-326-9508,4180,cellular,Thursday,May,701,telephone
386-602-6425,4181,cellular,Thursday,May,199,cellular
352-761-6231,4182,cellular,Saturday,April,42,cellular
442-768-1896,4183,telephone,Saturday,September,628,cellular
872-648-0589,4184,cellular,Wednesday,May,821,telephone
307-310-0410,4185,cellular,Wednesday,February,601,telephone
509-406-7486,4186,cellular,Friday,October,653,cellular
510-334-5044,4187,cellular,Saturday,August,435,telephone
605-331-9124,4188,cellular,Friday,December,935,cellular
564-898-4974,4189,cellular,Sunday,December,173,telephone
228-594-9169,4190,cellular,Sunday,February,9999,cellular
509-414-0146,4191,telephone,Wednesday,January,87,cellular
346-726-3511,4192,cellular,Friday,May,486,cellular
816-508-8529,4193,telephone,Friday,October,888,cellular
234-737-5284,4194,cellular,Wednesday,September,457,cellular
314-612-1511,4195,telephone,Thursday,October,935,telephone
862-949-7724,4196,telephone,Sunday,July,20,cellular
717-456-1634,4197,cellular,Saturday,May,304,telephone
430-043-8032,4198,cellular,Thursday,April,944,telephone
518-721-7791,4199,telephone,Saturday,February,583,cellular
717-550-4667,4200,cellular,Wednesday,September,455,telephone
217-898-0190,4201,cellular,Friday,April,786,telephone
603-452-3371,4202,cellular,Thursday,November,869,cellular
817-359-5444,4203,cellular,Sunday,November,862,cellular
906-851-7052,4204,telephone,Thursday,August,7999,cellular
301-254-3619,4205,cellular,Saturday,March,165,cellular
339-353-0803,4206,telephone,Friday,December,379,telephone
864-572-5438,4207,cellular,Wednesday,March,740,telephone
713-513-6298,4208,telephone,Tuesday,December,167,cellular
947-844-6211,4209,cellular,Monday,March,791,telephone
571-148-7754,4210,cellular,Monday,August,425,telephone
551-181-4204,4211,telephone,Monday,November,435,telephone
573-771-9051,4212,cellular,Saturday,November,938,telephone
309-944-8443,4213,telephone,Saturday,November,196,cellular
248-844-7986,4214,cellular,Sunday,December,727,cellular
305-331-9048,4215,telephone,Friday,August,876,cellular
843-125-0071,4216,telephone,Friday,July,470,cellular
747-590-0088,4217,cellular,Sunday,December,675,cellular
984-849-6222,4218,telephone,Wednesday,August,731,cellular
318-917-9217,4219,cellular,Tuesday,October,192,cellular
769-793-2090,4220,cellular,Wednesday,November,993,cellular
346-316-9397,4221,telephone,Sunday,August,358,telephone
774-629-6147,4222,telephone,Tuesday,December,255,cellular
231-791-6908,4223,cellular,Thursday,June,966,telephone
408-944-2777,4224,cellular,Thursday,August,814,cellular
941-202-0484,4225,telephone,Thursday,March,314,cellular
732-483-6510,4226,telephone,Thursday,September,143,cellular
928-410-0120,4227,telephone,Tuesday,August,332,telephone
605-255-2458,4228,cellular,Saturday,June,897,cellular
913-142-3073,4229,telephone,Monday,January,999,cellular
313-465-1937,4230,telephone,Friday,December,589,telephone
732-080-0674,4231,cellular,Friday,April,678,cellular
863-121-6289,4232,cellular,Tuesday,July,572,cellular
802-789-1789,4233,cellular,Thursday,August,805,cellular
260-707-9036,4234,telephone,Tuesday,March,845,telephone
401-774-0288,4235,cellular,Wednesday,February,885,telephone
517-562-5143,4236,cellular,Saturday,December,627,telephone
681-509-1668,4237,cellular,Friday,February,639,cellular
682-850-0947,4238,telephone,Friday,October,49,cellular
859-317-2185,4239,telephone,Wednesday,April,213,telephone
408-747-4915,4240,telephone,Thursday,March,977,telephone
704-718-6389,4241,cellular,Monday,September,736,cellular
631-148-7738,4242,telephone,Monday,April,886,cellular
973-093-3590,4243,telephone,Tuesday,July,272,telephone
629-246-7868,4244,cellular,Friday,November,295,cellular
918-937-1130,4245,telephone,Thursday,August,991,cellular
361-539-5246,4246,telephone,Monday,August,623,cellular
278-995-8126,4247,telephone,Thursday,July,226,cellular
909-464-9493,4248,telephone,Sunday,January,740,telephone
630-797-7377,4249,telephone,Friday,September,262,telephone
310-155-7822,4250,cellular,Tuesday,July,836,cellular
501-983-9248,4251,cellular,Wednesday,June,32,cellular
815-297-4941,4252,cellular,Wednesday,October,368,cellular
919-169-0385,4253,telephone,Tuesday,June,461,cellular
360-428-8671,4254,cellular,Sunday,November,646,cellular
539-973-2911,4255,cellular,Sunday,December,37,cellular
269-202-7842,4256,cellular,Wednesday,May,362,telephone
609-510-1519,4257,telephone,Friday,September,195,cellular
719-040-6560,4258,telephone,Monday,September,569,telephone
380-404-6329,4259,cellular,Saturday,July,564,cellular
435-506-8581,4260,telephone,Saturday,May,450,cellular
254-474-8263,4261,cellular,Saturday,September,444,telephone
575-083-0111,4262,telephone,Wednesday,April,248,cellular
773-093-4996,4263,cellular,Tuesday,March,839,telephone
646-961-5006,4264,cellular,Monday,February,13,telephone
270-744-5335,4265,telephone,Wednesday,January,103,cellular
682-617-4723,4266,telephone,Friday,April,301,telephone
814-278-7994,4267,telephone,Friday,May,366,telephone
319-988-5441,4268,telephone,Wednesday,August,869,telephone
605-393-0817,4269,telephone,Tuesday,November,9993,cellular
404-853-7854,4270,cellular,Monday,March,606,cellular
916-233-9797,4271,cellular,Tuesday,October,178,telephone
812-590-0377,4272,telephone,Wednesday,September,223,cellular
346-216-1578,4273,telephone,Wednesday,May,116,telephone
409-349-0699,4274,cellular,Friday,September,181,cellular
660-143-3588,4275,cellular,Monday,February,491,telephone
682-203-0441,4276,cellular,Wednesday,May,907,telephone
863-273-3646,4277,telephone,Thursday,April,147,telephone
423-822-3626,4278,cellular,Sunday,November,490,telephone
828-232-1856,4279,cellular,Wednesday,July,553,telephone
815-640-7632,4280,telephone,Wednesday,April,262,cellular
848-334-1099,4281,cellular,Monday,May,606,cellular
458-352-3924,4282,cellular,Tuesday,October,700,telephone
432-030-6068,4283,cellular,Wednesday,July,117,cellular
413-219-5226,4284,cellular,Monday,February,9993,cellular
620-378-6458,4285,cellular,Saturday,January,67,cellular
443-401-0678,4286,cellular,Sunday,May,378,cellular
567-742-2302,4287,telephone,Monday,March,960,cellular
339-375-7920,4288,telephone,Friday,March,397,telephone
774-071-9888,4289,telephone,Sunday,December,783,cellular
979-178-7327,4290,cellular,Sunday,October,501,telephone
703-748-8518,4291,cellular,Friday,May,996,cellular
689-335-3270,4292,telephone,Friday,October,809,cellular
617-792-6476,4293,telephone,Monday,June,69,telephone
831-729-5259,4294,telephone,Monday,August,26,cellular
218-203-3114,4295,telephone,Wednesday,March,776,telephone
970-712-8663,4296,cellular,Wednesday,April,550,telephone
607-017-6416,4297,telephone,Saturday,June,988,cellular
917-512-5866,4298,cellular,Tuesday,December,420,telephone
314-250-5625,4299,telephone,Sunday,June,90,cellular
216-296-5707,4300,telephone,Monday,February,710,cellular
417-511-9190,4301,telephone,Tuesday,October,538,telephone
505-334-5988,4302,telephone,Thursday,May,562,cellular
408-358-5382,4303,telephone,Thursday,February,999,cellular
813-181-8064,4304,telephone,Saturday,February,50,cellular
847-094-0336,4305,cellular,Sunday,May,390,cellular
641-520-1467,4306,telephone,Thursday,October,629,telephone
212-932-7313,4307,cellular,Monday,November,374,cellular
432-151-0840,4308,cellular,Sunday,May,341,telephone
727-573-5869,4309,telephone,Friday,September,876,cellular
702-576-4980,4310,telephone,Sunday,December,836,telephone
551-195-0465,4311,telephone,Thursday,February,582,cellular
907-504-4707,4312,telephone,Saturday,May,418,cellular
808-323-8468,4313,cellular,Sunday,September,680,telephone
815-123-6499,4314,telephone,Monday,November,560,telephone
602-386-0407,4315,telephone,Friday,June,29,telephone
816-640-1777,4316,cellular,Friday,August,147,cellular
957-693-7346,4317,cellular,Sunday,September,644,cellular
959-119-0733,4318,telephone,Sunday,April,60,cellular
601-719-5276,4319,telephone,Thursday,December,968,telephone
559-280-0259,4320,telephone,Friday,February,649,cellular
303-138-5850,4321,cellular,Tuesday,April,563,telephone
915-600-8818,4322,telephone,Tuesday,April,911,cellular
646-601-2030,4323,cellular,Friday,June,680,telephone
405-330-4267,4324,telephone,Friday,May,275,telephone
980-593-5147,4325,cellular,Sunday,August,9999,telephone
308-980-8137,4326,cellular,Friday,October,977,telephone
630-435-4449,4327,telephone,Saturday,August,246,cellular
870-416-6732,4328,cellular,Wednesday,August,66,telephone
631-079-1650,4329,telephone,Friday,September,25,telephone
212-275-2442,4330,cellular,Thursday,July,858,cellular
408-378-6377,4331,cellular,Saturday,April,530,cellular
351-333-6413,4332,cellular,Friday,May,144,cellular
618-054-2961,4333,cellular,Monday,February,95,cellular
669-884-1994,4334,cellular,Monday,August,486,cellular
562-618-5157,4335,telephone,Sunday,April,271,telephone
818-461-6976,4336,telephone,Friday,August,973,cellular
601-546-6174,4337,telephone,Sunday,March,633,cellular
720-591-7900,4338,cellular,Sunday,April,162,cellular
317-867-3528,4339,telephone,Saturday,March,451,cellular
303-773-0561,4340,telephone,Thursday,June,276,cellular
302-372-5114,4341,telephone,Friday,December,848,telephone
278-559-4555,4342,cellular,Thursday,September,210,cellular
912-297-4443,4343,cellular,Thursday,December,202,telephone
302-683-0602,4344,telephone,Monday,May,576,cellular
574-966-1070,4345,cellular,Monday,August,483,telephone
571-585-9705,4346,cellular,Thursday,February,937,cellular
332-938-1282,4347,telephone,Wednesday,November,958,cellular
843-528-2888,4348,telephone,Wednesday,June,473,telephone
314-615-2861,4349,telephone,Thursday,April,913,telephone
706-935-6110,4350,telephone,Thursday,December,713,telephone
507-349-0725,4351,cellular,Friday,January,420,telephone
929-329-9568,4352,telephone,Saturday,October,898,cellular
716-057-2898,4353,telephone,Tuesday,June,113,telephone
401-600-4307,4354,telephone,Tuesday,April,383,telephone
657-954-0431,4355,telephone,Friday,December,503,cellular
330-194-0291,4356,cellular,Wednesday,March,41,cellular
585-506-8746,4357,cellular,Sunday,March,783,telephone
708-132-1839,4358,cellular,Wednesday,May,750,cellular
772-418-2788,4359,telephone,Monday,May,999,cellular
636-718-6393,4360,cellular,Saturday,February,325,telephone
520-425-7741,4361,cellular,Friday,July,448,telephone
725-489-7396,4362,cellular,Tuesday,February,476,telephone
479-042-6822,4363,cellular,Friday,June,228,telephone
305-572-2834,4364,telephone,Monday,April,94,cellular
941-427-0891,4365,telephone,Tuesday,June,469,telephone
714-929-9731,4366,telephone,Sunday,November,751,telephone
331-545-5525,4367,cellular,Monday,May,356,cellular
283-318-6404,4368,telephone,Sunday,April,352,telephone
929-200-0980,4369,telephone,Friday,March,991,cellular
413-575-1963,4370,cellular,Saturday,March,612,cellular
618-431-9299,4371,telephone,Friday,November,168,cellular
843-534-3551,4372,cellular,Tuesday,May,91,cellular
479-277-9183,4373,cellular,Monday,August,311,cellular
704-080-2026,4374,cellular,Wednesday,November,892,telephone
502-019-0252,4375,telephone,Tuesday,January,955,cellular
801-591-8393,4376,telephone,Thursday,April,521,telephone
310-472-7907,4377,cellular,Saturday,October,928,cellular
808-612-5113,4378,telephone,Sunday,September,997,cellular
217-575-0402,4379,telephone,Tuesday,January,999,cellular
228-507-1330,4380,cellular,Wednesday,August,697,telephone
770-177-4809,4381,cellular,Saturday,June,706,telephone
772-627-7128,4382,cellular,Tuesday,May,869,telephone
720-016-8325,4383,cellular,Friday,June,931,telephone
689-303-6398,4384,cellular,Wednesday,January,242,cellular
828-960-0480,4385,cellular,Monday,February,626,telephone
228-832-0542,4386,cellular,Wednesday,May,252,telephone
909-785-7843,4387,telephone,Tuesday,October,146,telephone
740-980-0178,4388,cellular,Wednesday,October,618,cellular
570-520-5870,4389,telephone,Wednesday,November,524,cellular
559-815-2537,4390,cellular,Wednesday,August,850,cellular
501-506-3187,4391,telephone,Wednesday,September,300,telephone
747-423-0378,4392,cellular,Saturday,February,818,cellular
814-318-8621,4393,cellular,Saturday,September,753,cellular
614-493-8273,4394,telephone,Tuesday,December,282,telephone
856-060-3572,4395,cellular,Tuesday,July,509,cellular
203-791-5839,4396,telephone,Friday,December,553,cellular
915-766-3222,4397,cellular,Wednesday,December,976,telephone
530-013-5803,4398,telephone,Saturday,January,719,telephone
337-687-9890,4399,cellular,Saturday,October,50,telephone
580-711-2965,4400,cellular,Saturday,September,33,telephone
703-464-8446,4401,cellular,Sunday,November,228,telephone
620-108-6288,4402,telephone,Tuesday,July,985,cellular
332-601-3055,4403,cellular,Monday,June,184,telephone
906-130-4573,4404,cellular,Tuesday,September,301,telephone
947-138-7217,4405,cellular,Wednesday,January,463,telephone
215-848-0908,4406,telephone,Sunday,October,625,telephone
679-662-3059,4407,telephone,Friday,July,277,cellular
847-244-0348,4408,telephone,Monday,March,106,cellular
909-970-7154,4409,telephone,Sunday,December,537,cellular
458-185-4741,4410,telephone,Sunday,August,614,cellular
707-938-4268,4411,cellular,Thursday,December,12,cellular
260-227-5140,4412,cellular,Wednesday,March,936,telephone
239-358-1100,4413,cellular,Wednesday,June,526,cellular
518-781-6894,4414,telephone,Saturday,February,864,cellular
608-936-8731,4415,telephone,Saturday,May,281,cellular
283-674-9602,4416,telephone,Saturday,May,225,telephone
419-160-9793,4417,telephone,Wednesday,January,840,telephone
434-188-1057,4418,cellular,Monday,August,87,cellular
505-262-1710,4419,telephone,Thursday,March,450,telephone
703-560-2818,4420,cellular,Friday,May,731,cellular
208-155-1092,4421,telephone,Friday,August,776,telephone
957-585-7221,4422,telephone,Wednesday,June,765,telephone
847-045-4828,4423,cellular,Tuesday,September,658,telephone
615-455-6654,4424,telephone,Monday,January,682,telephone
504-281-5627,4425,telephone,Monday,January,502,telephone
330-485-9348,4426,telephone,Wednesday,October,556,cellular
223-742-4575,4427,cellular,Tuesday,November,275,cellular
478-391-0356,4428,cellular,Sunday,April,248,telephone
813-994-7156,4429,telephone,Friday,September,855,telephone
917-787-6871,4430,telephone,Monday,March,245,telephone
407-993-6760,4431,cellular,Monday,September,522,telephone
503-443-7876,4432,cellular,Tuesday,December,838,cellular
843-934-8334,4433,telephone,Saturday,December,470,telephone
679-642-6306,4434,telephone,Thursday,January,390,telephone
206-608-9000,4435,telephone,Monday,January,370,telephone
747-404-5294,4436,cellular,Wednesday,February,627,telephone
516-581-2303,4437,telephone,Monday,June,2999,telephone
573-998-2868,4438,telephone,Thursday,September,508,telephone
848-170-8124,4439,telephone,Thursday,September,951,cellular
318-842-4601,4440,telephone,Sunday,September,801,telephone
210-203-3518,4441,cellular,Monday,April,879,telephone
563-960-8986,4442,telephone,Monday,January,201,cellular
702-025-6721,4443,telephone,Monday,August,119,telephone
209-038-3393,4444,cellular,Thursday,March,188,cellular
412-282-1257,4445,telephone,Sunday,March,783,cellular
331-680-1953,4446,cellular,Thursday,December,263,cellular
720-309-6459,4447,cellular,Thursday,February,339,telephone
951-812-0209,4448,cellular,Thursday,August,48,cellular
201-287-9200,4449,cellular,Sunday,April,407,telephone
423-297-5685,4450,telephone,Monday,October,944,telephone
510-318-9639,4451,cellular,Thursday,July,990,cellular
262-456-3681,4452,cellular,Thursday,November,384,telephone
629-395-2175,4453,telephone,Friday,August,400,telephone
717-142-8292,4454,cellular,Thursday,September,363,cellular
682-085-6969,4455,telephone,Sunday,March,488,telephone
321-300-9483,4456,cellular,Wednesday,August,382,cellular
707-257-8158,4457,telephone,Sunday,December,999,telephone
903-475-6756,4458,cellular,Saturday,October,38,cellular
217-994-9174,4459,cellular,Tuesday,February,724,cellular
269-185-8906,4460,telephone,Tuesday,January,991,telephone
361-371-4361,4461,telephone,Monday,April,522,telephone
802-003-4600,4462,telephone,Friday,October,696,telephone
801-979-2280,4463,cellular,Wednesday,March,429,telephone
747-605-1839,4464,cellular,Tuesday,June,393,telephone
216-709-0934,4465,telephone,Friday,August,79,cellular
406-485-5517,4466,telephone,Friday,September,806,cellular
719-030-6730,4467,cellular,Monday,November,239,cellular
539-355-0514,4468,telephone,Friday,March,844,cellular
410-556-0008,4469,telephone,Wednesday,November,869,cellular
989-021-3131,4470,telephone,Thursday,December,412,cellular
347-730-1880,4471,cellular,Sunday,September,318,telephone
872-621-7445,4472,cellular,Friday,February,482,cellular
940-241-1368,4473,telephone,Monday,February,756,telephone
580-915-3025,4474,telephone,Friday,December,405,cellular
386-305-7054,4475,telephone,Monday,March,491,cellular
281-929-6353,4476,telephone,Wednesday,April,908,cellular
321-475-4295,4477,cellular,Wednesday,September,788,telephone
681-936-2609,4478,cellular,Tuesday,January,790,telephone
830-136-2377,4479,cellular,Thursday,June,980,cellular
406-103-3653,4480,telephone,Friday,September,819,cellular
209-928-2256,4481,telephone,Friday,January,9,cellular
952-076-4976,4482,cellular,Monday,April,246,telephone
708-529-2029,4483,telephone,Sunday,December,239,telephone
832-609-7207,4484,cellular,Monday,March,380,cellular
859-614-9654,4485,cellular,Sunday,September,649,telephone
317-683-8132,4486,cellular,Saturday,August,183,cellular
715-389-2417,4487,telephone,Wednesday,August,704,telephone
458-881-8088,4488,cellular,Monday,September,683,telephone
812-946-5709,4489,cellular,Thursday,July,527,telephone
504-176-7050,4490,cellular,Thursday,July,188,cellular
619-373-1082,4491,cellular,Thursday,March,269,telephone
262-338-3008,4492,telephone,Sunday,October,856,cellular
508-182-7720,4493,telephone,Monday,February,146,cellular
330-760-5482,4494,cellular,Friday,November,480,telephone
415-510-1150,4495,cellular,Tuesday,December,664,cellular
609-361-7464,4496,telephone,Sunday,July,828,cellular
618-017-5579,4497,telephone,Thursday,August,988,cellular
314-407-0456,4498,cellular,Friday,December,503,cellular
313-018-7356,4499,telephone,Saturday,August,303,telephone
410-462-5848,4500,telephone,Friday,January,2,telephone
401-797-9571,4501,cellular,Monday,November,946,telephone
701-516-0953,4502,telephone,Tuesday,June,616,cellular
979-106-1202,4503,cellular,Sunday,March,436,cellular
575-461-7684,4504,cellular,Friday,October,671,telephone
567-585-1787,4505,cellular,Wednesday,January,62,cellular
907-107-1376,4506,telephone,Monday,December,186,cellular
469-284-0743,4507,cellular,Saturday,November,729,telephone
727-795-1666,4508,telephone,Thursday,September,688,cellular
509-229-6722,4509,telephone,Tuesday,November,769,telephone
630-272-4597,4510,cellular,Wednesday,August,890,telephone
360-478-6216,4511,telephone,Friday,November,521,cellular
518-897-2288,4512,telephone,Monday,April,484,telephone
225-744-7041,4513,cellular,Friday,July,177,cellular
434-454-1067,4514,cellular,Friday,March,838,cellular
980-009-0006,4515,telephone,Saturday,June,15,cellular
504-898-8450,4516,cellular,Friday,January,717,telephone
321-224-7760,4517,cellular,Saturday,July,334,cellular
727-413-3898,4518,telephone,Wednesday,April,917,cellular
574-442-4650,4519,cellular,Saturday,May,919,cellular
850-109-7965,4520,cellular,Tuesday,August,512,telephone
501-085-0661,4521,telephone,Wednesday,November,167,cellular
503-983-2603,4522,telephone,Monday,December,746,telephone
682-698-7060,4523,cellular,Tuesday,June,15,cellular
412-042-2994,4524,telephone,Wednesday,November,390,telephone
985-235-5994,4525,cellular,Friday,June,461,cellular
475-803-8875,4526,telephone,Friday,June,903,telephone
757-907-0364,4527,cellular,Friday,September,108,cellular
773-491-8353,4528,telephone,Friday,December,443,cellular
209-392-7176,4529,cellular,Sunday,June,826,telephone
628-671-0687,4530,cellular,Friday,April,462,cellular
203-163-3175,4531,telephone,Tuesday,May,245,cellular
502-136-1673,4532,cellular,Wednesday,January,74,telephone
935-669-2177,4533,cellular,Tuesday,April,123,telephone
501-321-3481,4534,cellular,Wednesday,July,964,telephone
270-558-8187,4535,telephone,Tuesday,July,57,telephone
214-517-4560,4536,cellular,Sunday,December,769,cellular
909-633-0521,4537,telephone,Sunday,December,519,cellular
651-126-7763,4538,telephone,Thursday,August,680,cellular
406-533-2335,4539,cellular,Wednesday,June,677,telephone
251-270-8077,4540,telephone,Monday,September,673,telephone
716-831-9873,4541,cellular,Thursday,September,430,telephone
740-552-6112,4542,cellular,Thursday,September,515,telephone
541-103-8204,4543,cellular,Monday,January,380,telephone
810-882-4302,4544,cellular,Sunday,November,841,telephone
609-721-9400,4545,cellular,Sunday,June,889,cellular
432-135-3009,4546,cellular,Tuesday,February,674,telephone
515-012-9243,4547,telephone,Sunday,November,188,cellular
508-575-4006,4548,telephone,Monday,December,760,telephone
631-873-0107,4549,telephone,Thursday,December,227,telephone
406-033-9781,4550,cellular,Monday,July,392,telephone
510-956-7957,4551,telephone,Sunday,May,625,cellular
470-367-8726,4552,telephone,Monday,January,939,cellular
623-461-9383,4553,telephone,Monday,September,976,cellular
561-172-3766,4554,telephone,Tuesday,June,194,telephone
464-266-3104,4555,telephone,Thursday,April,660,cellular
201-689-1662,4556,telephone,Friday,November,270,telephone
651-810-2869,4557,telephone,Tuesday,July,439,telephone
765-488-3006,4558,cellular,Friday,May,816,telephone
262-797-0141,4559,cellular,Wednesday,February,7,cellular
720-770-9827,4560,cellular,Saturday,November,282,cellular
303-048-2168,4561,telephone,Thursday,November,758,telephone
641-557-9920,4562,cellular,Saturday,July,324,telephone
650-503-8324,4563,telephone,Sunday,January,616,telephone
931-706-9207,4564,cellular,Tuesday,February,419,telephone
919-313-3467,4565,telephone,Friday,January,999,cellular
864-623-6112,4566,cellular,Saturday,November,312,cellular
283-481-6014,4567,telephone,Tuesday,June,749,cellular
720-314-8081,4568,telephone,Friday,October,348,telephone
225-517-7913,4569,cellular,Thursday,February,809,telephone
773-516-2582,4570,cellular,Monday,February,877,telephone
818-968-3156,4571,cellular,Tuesday,June,793,cellular
201-952-7760,4572,cellular,Tuesday,March,812,cellular
628-502-4226,4573,telephone,Saturday,April,637,telephone
201-308-4387,4574,cellular,Friday,May,293,telephone
952-936-8544,4575,cellular,Tuesday,June,852,telephone
865-312-2872,4576,cellular,Thursday,April,790,telephone
586-828-7090,4577,cellular,Thursday,May,451,cellular
801-368-5847,4578,telephone,Sunday,February,512,cellular
203-478-8147,4579,telephone,Monday,December,184,cellular
740-075-9266,4580,telephone,Sunday,March,966,cellular
843-495-2627,4581,cellular,Sunday,September,285,telephone
484-699-2026,4582,telephone,Sunday,December,691,cellular
858-063-1328,4583,telephone,Thursday,January,381,cellular
332-160-7233,4584,cellular,Monday,October,658,telephone
309-378-7758,4585,cellular,Wednesday,November,999,cellular
440-338-5599,4586,telephone,Monday,March,698,cellular
339-560-7825,4587,telephone,Wednesday,October,612,telephone
539-073-2171,4588,telephone,Friday,May,288,telephone
248-410-8299,4589,cellular,Thursday,September,630,cellular
541-218-3269,4590,cellular,Thursday,April,815,telephone
507-455-1551,4591,cellular,Friday,January,385,cellular
